relpath,openmp_line_num,label_is_parallelizable,label_is_icc_parallelized,label_is_omp_parallelized,dynamic_loop_abs_time,dynamic_loop_abs_time_self,dynamic_loop_app_frac_time,dynamic_loop_app_frac_time_self,dynamic_loop_avg_iter_num,dynamic_loop_entries_num,dynamic_loop_exits_num,dynamic_loop_max_iter_num,dynamic_loop_min_iter_num,static_critical_payload_anti_dependencies_number,static_critical_payload_branch_count,static_critical_payload_branch_fraction,static_critical_payload_call_count,static_critical_payload_call_fraction,static_critical_payload_cntl_dependencies_number,static_critical_payload_conf_dependencies_number,static_critical_payload_cross_dependencies_number,static_critical_payload_getelemptr_count,static_critical_payload_getelemptr_fraction,static_critical_payload_mem_cohesion,static_critical_payload_mem_dependencies_number,static_critical_payload_mem_read_count,static_critical_payload_mem_read_fraction,static_critical_payload_mem_write_count,static_critical_payload_mem_write_fraction,static_critical_payload_non_cf_cohesion,static_critical_payload_output_dependencies_number,static_critical_payload_reg_dependencies_number,static_critical_payload_total_cohesion,static_critical_payload_total_dependencies_number,static_critical_payload_true_dependencies_number,static_iterator_anti_dependencies_number,static_iterator_branch_count,static_iterator_branch_fraction,static_iterator_call_count,static_iterator_call_fraction,static_iterator_cntl_dependencies_number,static_iterator_conf_dependencies_number,static_iterator_cross_dependencies_number,static_iterator_getelemptr_count,static_iterator_getelemptr_fraction,static_iterator_mem_dependencies_number,static_iterator_mem_read_count,static_iterator_mem_read_fraction,static_iterator_mem_write_count,static_iterator_mem_write_fraction,static_iterator_output_dependencies_number,static_iterator_payload_mem_cohesion,static_iterator_payload_non_cf_cohesion,static_iterator_payload_total_cohesion,static_iterator_reg_dependencies_number,static_iterator_total_dependencies_number,static_iterator_true_dependencies_number,static_loop_absolute_size,static_loop_critical_payload_fraction,static_loop_depth,static_loop_inner_loop_num,static_loop_iterator_size,static_loop_payload_fraction,static_loop_proper_sccs_ddg_number,static_loop_proper_sccs_ddg_number_diff,static_loop_proper_sccs_mdg_number,static_loop_proper_sccs_number,static_loop_proper_sccs_number_diff,static_payload_anti_dependencies_number,static_payload_branch_count,static_payload_branch_fraction,static_payload_call_count,static_payload_call_fraction,static_payload_cntl_dependencies_number,static_payload_conf_dependencies_number,static_payload_cross_dependencies_number,static_payload_getelemptr_count,static_payload_getelemptr_fraction,static_payload_mem_dependencies_number,static_payload_mem_read_count,static_payload_mem_read_fraction,static_payload_mem_write_count,static_payload_mem_write_fraction,static_payload_output_dependencies_number,static_payload_reg_dependencies_number,static_payload_total_dependencies_number,static_payload_true_dependencies_number
SP/src/rhs.c,385,1,1,0,17733495,17733495,0.0,0.0,5,4020000,4020000,5,5,0,0,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.04065,0.4959,4,8,4,60,0.0,3,0,4,0.9333,1,1,0,0,0,0,2,0.035710000000000006,0,0.0,0,0,0,20,0.3571,1,5,0.08929,1,0.01786,1,53,54,53
SP/src/rhs.c,395,1,1,1,2410423042,1481685,0.8,0.0,100,402,402,100,100,0,3,0.2,0,0.0,0,0,0,0,0.0,0.0,0,2,0.1429,0,0.0,0.06742000000000001,0,14,0.382,28,14,0,1,0.2,0,0.0,5,0,0,0,0.0,0,1,0.2,0,0.0,0,0.0,0.01852,0.08333,5,10,5,50,0.3111,1,3,5,0.9,4,1,0,3,0,0,14,0.3111,0,0.0,49,0,0,8,0.1778,1,4,0.08889,1,0.02222,1,39,89,39
SP/src/rhs.c,396,1,1,0,2408941357,13913723,0.8,0.0,100,40200,40200,100,100,0,2,0.2,0,0.0,0,0,0,0,0.0,0.0,0,1,0.1111,0,0.0,0.057139999999999996,0,9,0.4143,18,9,0,1,0.2,0,0.0,5,0,0,0,0.0,0,1,0.2,0,0.0,0,0.0,0.02247,0.1011,5,10,5,42,0.2432,2,2,5,0.8809999999999999,3,1,0,2,0,0,10,0.2703,0,0.0,37,0,0,8,0.2162,1,3,0.08108,1,0.027030000000000002,1,32,70,32
SP/src/rhs.c,397,1,1,0,2395027634,1150225822,0.8,0.4,100,4020000,4020000,100,100,0,1,0.2,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.03846,0,4,0.4615,8,4,0,1,0.2,0,0.0,5,0,0,0,0.0,0,1,0.2,0,0.0,0,0.0,0.028569999999999998,0.1143,5,10,5,34,0.1379,3,1,5,0.8529,2,1,0,1,0,0,6,0.2069,0,0.0,26,0,0,8,0.2759,1,2,0.06897,1,0.034480000000000004,1,25,52,25
SP/src/rhs.c,398,1,1,0,1244801812,1244801812,0.4,0.4,5,402000000,402000000,5,5,0,0,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.03846,0.4615,4,8,4,26,0.0,4,0,4,0.8462,1,1,0,0,0,0,2,0.09091,0,0.0,0,0,0,8,0.3636,1,2,0.09091,1,0.04545,1,19,20,19
SP/src/sp.c,139,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.3333,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.3333,1,0.3333,3,0,0,0,0.0,0,1,0.3333,1,0.3333,0,0.0,0.0,0.1667,2,5,2,4,0.0,1,0,3,0.25,0,0,0,0,0,0,1,1.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0
SP/src/sp.c,141,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.3333,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.3333,1,0.3333,3,0,0,0,0.0,0,1,0.3333,1,0.3333,0,0.0,0.0,0.1667,2,5,2,4,0.0,1,0,3,0.25,0,0,0,0,0,0,1,1.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0
SP/src/sp.c,172,0,0,0,1457,1209,0.0,0.0,15,1,1,15,15,0,0,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.08333,0.3333,4,8,4,7,0.0,1,0,4,0.4286,1,1,0,0,0,0,2,0.6667,1,0.3333,0,0,0,0,0.0,0,1,0.3333,1,0.3333,0,0,0,0
SP/src/sp.c,186,0,0,0,918,706,0.0,0.0,15,1,1,15,15,0,0,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.08333,0.3333,4,8,4,7,0.0,1,0,4,0.4286,1,1,0,0,0,0,2,0.6667,1,0.3333,0,0,0,0,0.0,0,1,0.3333,1,0.3333,0,0,0,0
SP/src/sp.c,191,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.2,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.2,0,0.0,5,0,0,0,0.0,0,1,0.2,0,0.0,0,0.0,0.1071,0.3214,5,10,5,15,0.0,1,0,5,0.6667,1,1,0,0,0,0,5,0.5,2,0.2,6,0,0,0,0.0,0,2,0.2,2,0.2,0,3,9,3
SP/src/sp.c,225,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.1053,0.4211,4,8,4,10,0.0,1,0,4,0.6,1,1,0,0,0,0,2,0.3333,1,0.1667,0,0,0,1,0.1667,0,1,0.1667,2,0.3333,0,3,3,3
SP/src/sp.c,231,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.047619999999999996,0.1746,4,8,4,65,0.0,1,0,4,0.9385,1,1,0,0,0,0,10,0.1639,5,0.08197,45,0,0,12,0.1967,0,17,0.2787,5,0.08197,0,51,96,51
SP/src/txinvr.c,48,1,1,1,9045098984,730681,2.9,0.0,100,401,401,100,100,0,2,0.2,0,0.0,0,0,0,0,0.0,0.0,0,2,0.2,0,0.0,0.08269,0,10,0.4935,20,10,0,1,0.2,0,0.0,5,0,0,0,0.0,0,1,0.2,0,0.0,0,0.0,0.0381,0.05476,5,10,5,177,0.05814,1,2,5,0.9718,3,1,0,2,0,0,10,0.05814,0,0.0,173,0,0,58,0.3372,5,16,0.09302,5,0.02907,5,209,387,209
SP/src/txinvr.c,49,1,1,0,9044368303,16913956,2.9,0.0,100,40100,40100,100,100,0,1,0.2,0,0.0,0,0,0,0,0.0,0.0,0,1,0.2,0,0.0,0.0452,0,5,0.4859,10,5,0,1,0.2,0,0.0,5,0,0,0,0.0,0,1,0.2,0,0.0,0,0.0,0.041339999999999995,0.05943,5,10,5,169,0.030489999999999996,2,1,5,0.9704,2,1,0,1,0,0,6,0.03659,0,0.0,161,0,0,58,0.3537,5,15,0.09146,5,0.030489999999999996,5,188,354,188
SP/src/txinvr.c,50,1,1,0,9027454347,9027454347,2.9,2.9,100,4010000,4010000,100,100,0,0,0.2,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.2,0,0.0,5,0,0,0,0.0,0,1,0.2,0,0.0,0,0.0,0.0452,0.4859,5,10,5,161,0.0,3,0,5,0.9689,1,1,0,0,0,0,2,0.012819999999999998,0,0.0,0,0,0,58,0.3718,5,14,0.08974,5,0.03205,5,167,172,167
SP/src/tzetar.c,49,1,1,1,10978919332,1308042,3.6,0.0,100,401,401,100,100,0,2,0.2,0,0.0,0,0,0,0,0.0,0.0,0,2,0.2,0,0.0,0.08247,0,10,0.4923,20,10,0,1,0.2,0,0.0,5,0,0,0,0.0,0,1,0.2,0,0.0,0,0.0,0.038,0.05463,5,10,5,177,0.05814,1,2,5,0.9718,3,1,0,2,0,0,10,0.05814,0,0.0,173,0,0,59,0.34299999999999997,5,15,0.08721,5,0.02907,5,210,388,210
SP/src/tzetar.c,50,1,1,0,10977611290,12114960,3.6,0.0,100,40100,40100,100,100,0,1,0.2,0,0.0,0,0,0,0,0.0,0.0,0,1,0.2,0,0.0,0.04507,0,5,0.4845,10,5,0,1,0.2,0,0.0,5,0,0,0,0.0,0,1,0.2,0,0.0,0,0.0,0.04124,0.05927999999999999,5,10,5,169,0.030489999999999996,2,1,5,0.9704,2,1,0,1,0,0,6,0.03659,0,0.0,161,0,0,59,0.3598,5,14,0.08537,5,0.030489999999999996,5,189,355,189
SP/src/tzetar.c,51,1,1,0,10965496330,10965496330,3.6,3.6,100,4010000,4010000,100,100,0,0,0.2,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.2,0,0.0,5,0,0,0,0.0,0,1,0.2,0,0.0,0,0.0,0.04507,0.4845,5,10,5,161,0.0,3,0,5,0.9689,1,1,0,0,0,0,2,0.012819999999999998,0,0.0,0,0,0,59,0.3782,5,13,0.08333,5,0.03205,5,168,173,168
SP/src/verify.c,63,1,1,0,253,253,0.0,0.0,5,1,1,5,5,0,0,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.07407000000000001,0.4444,4,8,4,14,0.0,1,0,4,0.7143,1,1,0,0,0,0,2,0.2,0,0.0,0,0,0,2,0.2,0,2,0.2,1,0.1,0,7,7,7
SP/src/verify.c,70,1,1,0,98,98,0.0,0.0,5,1,1,5,5,0,0,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.09091,0.4545,4,8,4,12,0.0,1,0,4,0.6667,1,1,0,0,0,0,2,0.25,0,0.0,0,0,0,2,0.25,0,0,0.0,2,0.25,0,4,4,4
SP/src/verify.c,275,1,1,0,33918,33918,0.0,0.0,5,1,1,5,5,0,0,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.1053,0.5263,4,8,4,36,0.0,1,0,4,0.8889,1,1,0,0,0,0,2,0.0625,2,0.0625,0,0,0,8,0.25,0,6,0.1875,2,0.0625,0,28,28,28
SP/src/verify.c,301,0,0,0,50560,50560,0.0,0.0,5,1,1,5,5,0,0,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.1158,0.1789,4,8,4,47,0.0,1,0,4,0.9149,1,1,0,0,0,0,8,0.18600000000000003,3,0.06977,37,1,0,8,0.18600000000000003,2,12,0.2791,4,0.09302,1,31,70,31
SP/src/verify.c,320,0,0,0,33469,33469,0.0,0.0,5,1,1,5,5,0,0,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.1158,0.1789,4,8,4,47,0.0,1,0,4,0.9149,1,1,0,0,0,0,8,0.18600000000000003,3,0.06977,37,1,0,8,0.18600000000000003,2,12,0.2791,4,0.09302,1,31,70,31
SP/src/x_solve.c,51,0,0,1,54548999819,36657324,17.7,0.0,100,401,401,100,100,24,26,0.2,0,0.0,457,0,0,0,0.0,0.04445,457,43,0.187,46,0.2,0.1293,381,185,0.4547,767,237,0,1,0.2,0,0.0,5,0,0,0,0.0,0,1,0.2,0,0.0,0,0.0,0.01175,0.02171,5,10,5,2248,0.1025,1,26,5,0.9978,27,1,0,29,3,62,121,0.05395,1,0.0004458,2281,0,0,847,0.3776,1099,256,0.1141,91,0.04057,954,2604,5984,2687
SP/src/x_solve.c,61,0,0,0,9980484731,63519783,3.2,0.0,100,40100,40100,100,100,0,2,0.2,0,0.0,0,0,0,0,0.0,0.0,0,2,0.1818,0,0.0,0.04035,0,11,0.3545,22,11,0,1,0.2,0,0.0,5,0,0,0,0.0,0,1,0.2,0,0.0,0,0.0,0.01857,0.05305,5,10,5,178,0.06358,2,2,5,0.9719,3,1,0,2,0,1,25,0.1445,0,0.0,169,0,0,28,0.1618,10,39,0.2254,7,0.04046,7,168,347,170
SP/src/x_solve.c,62,1,1,0,3176445833,3176445833,1.0,1.0,102,4010000,4010000,102,102,0,0,0.1667,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.1667,0,0.0,6,0,0,0,0.0,0,1,0.1667,0,0.0,0,0.0,0.02041,0.2449,6,12,6,99,0.0,3,0,6,0.9394,1,1,0,0,0,0,17,0.1828,0,0.0,49,0,0,8,0.08602,2,27,0.2903,2,0.021509999999999998,2,85,136,85
SP/src/x_solve.c,68,1,1,0,6740519115,6740519115,2.2,2.2,100,4010000,4010000,100,100,0,0,0.2,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.2,0,0.0,5,0,0,0,0.0,0,1,0.2,0,0.0,0,0.0,0.06757,0.5068,5,10,5,70,0.0,3,0,5,0.9286,1,1,0,0,0,0,2,0.03077,0,0.0,0,0,0,20,0.3077,5,10,0.1538,5,0.07692,5,58,63,58
SP/src/x_solve.c,80,1,1,0,95599531,95599531,0.0,0.0,100,40100,40100,100,100,0,0,0.2,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.2,0,0.0,5,0,0,0,0.0,0,1,0.2,0,0.0,0,0.0,0.058820000000000004,0.5126,5,10,5,113,0.0,2,0,5,0.9558,1,1,0,0,0,0,2,0.01852,0,0.0,0,0,0,42,0.3889,7,14,0.1296,7,0.06481,7,99,106,99
SP/src/x_solve.c,92,1,1,0,3601174910,14920474,1.2,0.0,100,40100,40100,100,100,0,1,0.2,0,0.0,0,0,0,0,0.0,0.0,0,1,0.1667,0,0.0,0.06097999999999999,0,6,0.5,12,6,0,1,0.2,0,0.0,5,0,0,0,0.0,0,1,0.2,0,0.0,0,0.0,0.052079999999999994,0.09375,5,10,5,86,0.07407000000000001,2,1,5,0.9419,2,1,0,1,0,0,6,0.07407000000000001,0,0.0,78,0,0,30,0.3704,5,11,0.1358,5,0.06172999999999999,5,81,164,81
SP/src/x_solve.c,93,1,1,0,3586254436,3586254436,1.2,1.2,96,4010000,4010000,96,96,0,0,0.1667,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.1667,0,0.0,6,0,0,0,0.0,0,1,0.1667,0,0.0,0,0.0,0.06097999999999999,0.5,6,12,6,78,0.0,3,0,6,0.9231,1,1,0,0,0,0,2,0.027780000000000003,0,0.0,0,0,0,30,0.4167,5,10,0.1389,5,0.06944,5,65,70,65
SP/src/x_solve.c,102,1,1,0,77557907,77557907,0.0,0.0,100,40100,40100,100,100,0,0,0.2,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.2,0,0.0,5,0,0,0,0.0,0,1,0.2,0,0.0,0,0.0,0.05147,0.4485,5,10,5,113,0.0,2,0,5,0.9558,1,1,0,0,0,0,2,0.01852,0,0.0,0,0,0,42,0.3889,28,15,0.1389,7,0.06481,28,112,140,112
SP/src/x_solve.c,118,1,1,0,12678849038,49390504,4.1,0.0,100,40100,40100,100,100,0,1,0.2,0,0.0,0,0,0,0,0.0,0.0,0,1,0.2,0,0.0,0.06592999999999999,0,5,0.522,10,5,0,1,0.2,0,0.0,5,0,0,0,0.0,0,1,0.2,0,0.0,0,0.0,0.05926,0.07654,5,10,5,179,0.028739999999999998,2,1,5,0.9721,2,1,0,1,0,0,6,0.034480000000000004,0,0.0,171,0,0,72,0.4138,10,19,0.1092,10,0.05747000000000001,10,183,364,183
SP/src/x_solve.c,119,1,1,0,12629458534,12629458534,4.1,4.1,100,4010000,4010000,100,100,0,0,0.2,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.2,0,0.0,5,0,0,0,0.0,0,1,0.2,0,0.0,0,0.0,0.06592999999999999,0.522,5,10,5,171,0.0,3,0,5,0.9708,1,1,0,0,0,0,2,0.01205,0,0.0,0,0,0,72,0.4337,10,18,0.1084,10,0.060239999999999995,10,154,164,154
SP/src/x_solve.c,140,1,1,0,6609762031,21162937,2.1,0.0,100,40100,40100,100,100,0,4,0.2,0,0.0,0,0,0,0,0.0,0.0,0,1,0.055560000000000005,0,0.0,0.04035,0,18,0.4596,36,18,0,1,0.2,0,0.0,5,0,0,0,0.0,0,1,0.2,0,0.0,0,0.0,0.05008,0.063,5,10,5,265,0.06923,2,4,5,0.9811,5,1,0,4,0,0,18,0.06923,0,0.0,266,0,0,101,0.3885,26,23,0.08846,9,0.03462,26,278,570,278
SP/src/x_solve.c,141,0,0,0,6588599094,3512832984,2.1,1.1,100,4010000,4010000,100,100,0,3,0.1667,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.02051,0,12,0.2641,24,12,0,1,0.1667,0,0.0,6,0,0,0,0.0,0,1,0.1667,0,0.0,0,0.0,0.02632,0.2947,6,12,6,257,0.047810000000000005,3,3,6,0.9767,4,1,0,3,0,0,14,0.055779999999999996,0,0.0,107,0,0,101,0.4024,26,22,0.08765,9,0.03586,26,257,390,257
SP/src/x_solve.c,147,1,1,0,1023883835,1023883835,0.3,0.3,3,401000000,401000000,3,3,0,0,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.04,0.46,4,8,4,25,0.0,4,0,4,0.84,1,1,0,0,0,0,2,0.09523999999999999,0,0.0,0,0,0,8,0.381,1,1,0.047619999999999996,1,0.047619999999999996,1,18,19,18
SP/src/x_solve.c,152,1,1,0,1017649838,1017649838,0.3,0.3,3,401000000,401000000,3,3,0,0,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.03614,0.4819,4,8,4,41,0.0,4,0,4,0.9024,1,1,0,0,0,0,2,0.05405,0,0.0,0,0,0,15,0.4054,1,3,0.08108,1,0.027030000000000002,1,34,35,34
SP/src/x_solve.c,157,1,1,0,1034232437,1034232437,0.3,0.3,3,401000000,401000000,3,3,0,0,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.03614,0.4819,4,8,4,41,0.0,4,0,4,0.9024,1,1,0,0,0,0,2,0.05405,0,0.0,0,0,0,15,0.4054,1,3,0.08108,1,0.027030000000000002,1,34,35,34
SP/src/x_solve.c,168,1,1,0,510380204,301826476,0.2,0.1,100,40100,40100,100,100,0,3,0.2,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.022580000000000003,0,12,0.2774,24,12,0,1,0.2,0,0.0,5,0,0,0,0.0,0,1,0.2,0,0.0,0,0.0,0.04867,0.292,5,10,5,197,0.0625,2,3,5,0.9746,4,1,0,3,0,0,14,0.07292,0,0.0,91,0,0,73,0.3802,16,17,0.08854,7,0.03646,16,203,310,203
SP/src/x_solve.c,174,1,1,0,158860099,158860099,0.1,0.1,3,4010000,4010000,3,3,0,0,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.04,0.46,4,8,4,25,0.0,3,0,4,0.84,1,1,0,0,0,0,2,0.09523999999999999,0,0.0,0,0,0,8,0.381,1,1,0.047619999999999996,1,0.047619999999999996,1,18,19,18
SP/src/x_solve.c,179,1,1,0,39359278,39359278,0.0,0.0,3,4010000,4010000,3,3,0,0,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.03614,0.4819,4,8,4,41,0.0,3,0,4,0.9024,1,1,0,0,0,0,2,0.05405,0,0.0,0,0,0,15,0.4054,1,3,0.08108,1,0.027030000000000002,1,34,35,34
SP/src/x_solve.c,187,1,1,0,10334351,10334351,0.0,0.0,3,4010000,4010000,3,3,0,0,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.04,0.46,4,8,4,25,0.0,3,0,4,0.84,1,1,0,0,0,0,2,0.09523999999999999,0,0.0,0,0,0,8,0.381,1,1,0.047619999999999996,1,0.047619999999999996,1,18,19,18
SP/src/x_solve.c,195,1,1,0,15024121980,23022943,4.9,0.0,100,40100,40100,100,100,0,1,0.2,0,0.0,0,0,0,0,0.0,0.0,0,1,0.1667,0,0.0,0.027180000000000003,0,6,0.4699,12,6,0,1,0.2,0,0.0,5,0,0,0,0.0,0,1,0.2,0,0.0,0,0.0,0.05586,0.06306,5,10,5,470,0.0129,2,1,5,0.9894,2,1,0,1,0,0,6,0.0129,0,0.0,462,0,0,202,0.4344,60,45,0.09677000000000001,18,0.03871,60,508,1030,508
SP/src/x_solve.c,196,0,0,0,15001099037,15001099037,4.9,4.9,100,4010000,4010000,100,100,0,0,0.1667,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.1667,0,0.0,6,0,0,0,0.0,0,1,0.1667,0,0.0,0,0.0,0.027180000000000003,0.4699,6,12,6,462,0.0,3,0,6,0.987,1,1,0,0,0,0,2,0.004386,0,0.0,0,0,0,202,0.44299999999999995,60,44,0.09648999999999999,18,0.03947,60,474,534,474
SP/src/x_solve.c,229,1,1,0,277668233,277668233,0.1,0.1,100,40100,40100,100,100,0,0,0.2,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.2,0,0.0,5,0,0,0,0.0,0,1,0.2,0,0.0,0,0.0,0.05605,0.4764,5,10,5,335,0.0,2,0,5,0.9851,1,1,0,0,0,0,2,0.0060609999999999995,0,0.0,0,0,0,146,0.4424,41,32,0.09697,14,0.04242,41,360,401,360
SP/src/x_solve.c,261,1,1,0,111434327,38363616,0.0,0.0,100,40100,40100,100,100,0,1,0.2,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.01829,0,4,0.2439,8,4,0,1,0.2,0,0.0,5,0,0,0,0.0,0,1,0.2,0,0.0,0,0.0,0.04615,0.3308,5,10,5,117,0.035710000000000006,2,1,5,0.9573,2,1,0,1,0,0,6,0.053570000000000007,0,0.0,41,0,0,45,0.4018,6,11,0.09821,3,0.026789999999999998,6,117,164,117
SP/src/x_solve.c,264,1,1,0,73070711,73070711,0.0,0.0,3,4010000,4010000,3,3,0,0,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.03614,0.4819,4,8,4,41,0.0,3,0,4,0.9024,1,1,0,0,0,0,2,0.05405,0,0.0,0,0,0,15,0.4054,1,3,0.08108,1,0.027030000000000002,1,34,35,34
SP/src/x_solve.c,275,1,1,0,5290983548,16844876,1.7,0.0,100,40100,40100,100,100,0,2,0.2,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.05413,0,8,0.4957,16,8,0,1,0.2,0,0.0,5,0,0,0,0.0,0,1,0.2,0,0.0,0,0.0,0.04651,0.06717999999999999,5,10,5,173,0.047619999999999996,2,2,5,0.9711,3,1,0,2,0,0,10,0.05952,0,0.0,166,0,0,66,0.3929,6,16,0.09523999999999999,3,0.01786,6,179,351,179
SP/src/x_solve.c,276,0,0,0,5274138672,2805023063,1.7,0.9,100,4010000,4010000,100,100,0,1,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.01794,0,4,0.2601,8,4,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.04011,0.3381,4,8,4,163,0.02516,3,1,4,0.9755,2,1,0,1,0,0,6,0.037739999999999996,0,0.0,58,0,0,66,0.4151,6,15,0.09434,3,0.018869999999999998,6,159,223,159
